n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
68;DR.L1.GR1.ST_Started;Двигатель грохота RF1836-1: Работа грохота;1.12M1.R.I;Грохот №1 (RF1836-1);Грохот;12M1;2.0;1.0;2.0;11.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
69;DR.L1.GR1.N_coef;Двигатель грохота RF1836-1: контакт коэффициента мощности;1.12M1.PC.I;Грохот №1 (RF1836-1);Грохот;12M1;2.0;1.0;2.0;11.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
70;Резерв;Грохот EF2461: система включена;1.22M1.R.I;Грохот № 2 (EF2461);Грохот;22M1;2.0;1.0;2.0;11.0;26.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
71;Резерв;Грохот EF2461: ошибка системы;1.22M1.SF.I;Грохот № 2 (EF2461);Грохот;22M1;2.0;1.0;2.0;11.0;27.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
72;Резерв;Грохот EF2461: аварийный останов вкл.;1.22M1.DF.I;Грохот № 2 (EF2461);Грохот;22M1;2.0;1.0;2.0;11.0;28.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
73;Резерв;Грохот EF2461: очистка 1 активна;1.22M1C1.i.I.I;Грохот № 2 (EF2461);Очистка 1;22M1C1;2.0;1.0;2.0;11.0;29.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
74;Резерв;Грохот EF2461: очистка 2 активна;1.22M1C2.i.I.I;Грохот № 2 (EF2461);Очистка 2;22M1C2;2.0;1.0;2.0;11.0;30.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
75;Резерв;Грохот EF2461: режим с энкодерами/без энкодера;1.22M1EN.i.I.I;Грохот № 2 (EF2461);Энкодер;22M1EN;2.0;1.0;2.0;11.0;31.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
76;DR.L1.SD1_SZ1_ST_Act;Дробилка HP500: Датчик счета зубьев;1.MS-01.I;КСД №1 (HP500);Счетчик зубов;SV1-01..8;2.0;1.0;2.0;12.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;18439.0;0.0;0.0;0.0;0.0;;;;;;0.0
77;DR.L1.SD1_SZ2_ST_Act;Дробилка HP500: Датчик счета зубьев;1.MS-02.I;КСД №1 (HP500);Счетчик зубов;SV1-01..8;2.0;1.0;2.0;12.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;18439.0;0.0;0.0;0.0;0.0;;;;;;0.0
78;DR.L1.SD1_VL_P;Дробилка HP500: Давление на промежуточном валу;1.PS-01.I;КСД №1 (HP500);Маслосистема;SV1-01..8;2.0;1.0;2.0;12.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
79;Резерв;Дробилка HP500: реле контакта футеровок;1.PS-04.I;КСД №1 (HP500);Гидравлическая система;SV1-01..8;2.0;1.0;2.0;12.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
80;DR.L1.SD1_MSS.FTR1_Clog;Дробилка HP500: Датчик забивания фильтра гидравлики;1.XS-01.I;КСД №1 (HP500);Маслосистема;SV1-01..8;2.0;1.0;2.0;12.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
81;DR.L1.SD1_MSS.FTR2_Clog;Дробилка HP500: Датчик забивания фильтра смазки;1.XS-02.I;КСД №1 (HP500);Маслосистема;14M1;2.0;1.0;2.0;12.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
82;DR.L1.SD1_MSS_H_m_Act;Дробилка HP500: Реле уровня масла гидравлики;1.LS-02.I;КСД №1 (HP500);Маслосистема;SV1-01..8;2.0;1.0;2.0;12.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
83;DR.L1.SD1_MSS.Tank_H_m_Act;Дробилка HP500: Реле уровня масла маслобака;1.LS-03.I;КСД №1 (HP500);Маслосистема;14M1;2.0;1.0;2.0;12.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
84;DR.L1.SD1_MSS_P_Zazh_Act;Дробилка HP500: Реле давления зажима PS1;1.PS-02.I;КСД №1 (HP500);Маслосистема;SV1-01..8;2.0;1.0;2.0;12.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
85;DR.L1.SD1_MSS_P_Vigr_Act;Дробилка HP500: Реле давления выгрузки PS2;1.PS-03.I;КСД №1 (HP500);Маслосистема;SV1-01..8;2.0;1.0;2.0;12.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
86;DR.L1.SD1.CB_ST_On;Двигатель дробилки HP500: Автомат включен;1.14M1.SF.I;КСД №1 (HP500);Дробилка;14M1;2.0;1.0;2.0;12.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
87;DR.L1.SD1.CTR_ST_On;Двигатель дробилки HP500: Контактор включен;1.14M1.R.I;КСД №1 (HP500);Дробилка;14M1;2.0;1.0;2.0;12.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
88;Резерв;Шкаф гидравлики HP500: локальный/дистанционный режим гидравлического насоса;1.15M1.LP.I;КСД №1 (HP500);Гидравлическая система;15M1;2.0;1.0;2.0;12.0;15.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
89;Резерв;Шкаф гидравлики HP500: разрешение на запуск двигателя гидравлического насоса;1.15M1.RON.I;КСД №1 (HP500);Гидравлическая система;15M1;2.0;1.0;2.0;12.0;16.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
90;DR.L1.SD1_NS_CB_ST_On;Двигатель насоса смазки: Автоматический выключатель;1.16M1.SF.I;КСД №1 (HP500);Смазочный насос;16M1;2.0;1.0;2.0;12.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
91;DR.L1.SD1_NS_ST_Started;Двигатель насоса смазки: Двигатель запущен;1.16M1.R.I;КСД №1 (HP500);Смазочный насос;16M1;2.0;1.0;2.0;12.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
92;DR.L1.SD1_NG_CB_ST_On;Двигатель гидравлического насоса автоматический выключатель;1.15M1.SF.I;КСД №1 (HP500);Гидравлический насос;15M1;2.0;1.0;2.0;12.0;19.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
93;DR.L1.SD1_NG_ST_Started;Двигатель гидравлического насоса: Двигатель запущен;1.15M1.R.I;КСД №1 (HP500);Гидравлический насос;15M1;2.0;1.0;2.0;12.0;20.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
94;DR.L1.SD1_OV_CB_ST_On;Двигатель охладителя вентилятора: Автоматический выключатель;1.17M1.SF.I;КСД №1 (HP500);Охладитель вентилятора;17M1;2.0;1.0;2.0;12.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
95;DR.L1.SD1_OV_ST_Started;Двигатель охладителя вентилятора: Двигатель запущен;1.17M1.R.I;КСД №1 (HP500);Охладитель вентилятора;17M1;2.0;1.0;2.0;12.0;22.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
96;DR.L1.SD1_VN_CB_ST_On;Двигатель воздуходувки автоматический выключатель;1.18M1.SF.I;КСД №1 (HP500);Воздуходувка;18M1;2.0;1.0;2.0;12.0;23.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
97;DR.L1.SD1_VN_ST_Started;Двигатель воздуходувки: Двигатель запущен;1.18M1.R.I;КСД №1 (HP500);Воздуходувка;18M1;2.0;1.0;2.0;12.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
98;DR.L1.SD1_MSN_CB_ST_On;Нагреватели масла: Автоматический выключатель;1.19R1.SF.I;КСД №1 (HP500);Нагреватели масла;19R1;2.0;1.0;2.0;12.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
99;DR.L1.SD1_MSN_ST_Started;Нагреватели масла: ТЭНы запущены;1.19R1.R.I;КСД №1 (HP500);Нагреватели масла;19R1;2.0;1.0;2.0;12.0;26.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
100;DR.L1.GR2_PMU_EmergStop;Грохот EF2461-2D: Кнопка аварийного останова;1.OA-04.I;Грохот №2 (EF2461);ПМУ;22M1;2.0;1.0;2.0;12.0;27.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
101;DR.L1.MD1.Clog;Разгрузочный конвейер: Датчик подпора;1.LS-04.I;КМД №1 (MP800);Конвейер;M1;2.0;1.0;2.0;13.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
102;DR.L1.K3A.EmergStop;Конвейер TEC1200 (ЛК-3а): Кнопка аварийного останова;1.OA-05.I;Конвейер №3а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
103;DR.L1.K3A.FB_Rotating;Конвейер TEC1200 (ЛК-3а): Управление вращением;1.GS-03.I;Конвейер №3а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
104;DR.L1.K3A.Material;Конвейер TEC1200 (ЛК-3а): Датчик контроля наличия материала;1.LS-09.I;Конвейер №3а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
105;DR.L1.K3A.CB_Fault;Двигатель конвейера TEC1200 (ЛК-3а): Отказ автоматического выключателя;1.24M1.SF.I;Конвейер №3а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
106;Резерв;Конвейер TEC1200 (ЛК-3а): леерная защита (троссовый выключатель);1.OA-12.I;Конвейер №3а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
107;DR.L1.K3A.ST_Started;Двигатель конвейера TEC1200 (ЛК-3а): Работа привода скорости;1.24M1.R.I;Конвейер №3а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
108;DR.L1.K3A.V_Failure;Двигатель конвейера TEC1200 (ЛК-3а): Отказ привода скорости;1.24M1.DF.I;Конвейер №3а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
109;Резерв;Конвейер TEC1200 (ЛК-3а): контроль проскальзывания ленты;1.ST-02.I;Конвейер №3а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
110;DR.L1.MD1.EmergStop;Дробилка MP800: Кнопка аварийного останова;1.OA-06.I;КМД №1 (MP800);Дробилка;M1;2.0;1.0;2.0;13.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
111;DR.L1.MD1_NS1.ZS_ST_Opened;Дробилка MP800: бесконтактный выключатель положения заслонки смазочного насоса;1.ZS-01.I;КМД №1 (MP800);Смазочный насос 1;27M1;2.0;1.0;2.0;13.0;14.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
112;DR.L1.MD1_NS2.ZS_ST_Opened;Дробилка MP800: бесконтактный выключатель положения заслонки смазочного насоса;1.ZS-02.I;КМД №1 (MP800);Смазочный насос 2;28M1;2.0;1.0;2.0;13.0;15.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
113;DR.L1.MD1_MSS_HL_m;Дробилка MP800: Датчик уровня масла, низкий уровень;1.LS-05.I;КМД №1 (MP800);Маслосистема;M1;2.0;1.0;2.0;13.0;16.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
114;DR.L1.MD1_MSS_HA_m;Дробилка MP800: Датчик уровня масла, аварийно низкий уровень;1.LS-06.I;КМД №1 (MP800);Маслосистема;M1;2.0;1.0;2.0;13.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
115;DR.L1.MD1_MSS_H_m_Act;Дробилка MP800: Реле уровня масла;1.LS-07.I;КМД №1 (MP800);Маслосистема;M1;2.0;1.0;2.0;13.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
116;DR.L1.MD1_SZ1_ST_Act;Дробилка MP800: Датчик счета зубьев;1.MS-03.I;КМД №1 (MP800);Счетчик зубов;SOL1..9;2.0;1.0;2.0;13.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;18439.0;0.0;0.0;0.0;0.0;;;;;;0.0
117;DR.L1.MD1_SZ2_ST_Act;Дробилка MP800: Датчик счета зубьев;1.MS-04.I;КМД №1 (MP800);Счетчик зубов;SOL1..9;2.0;1.0;2.0;13.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;18439.0;0.0;0.0;0.0;0.0;;;;;;0.0
118;Резерв;Дробилка HP500: забивка течки;1.LT-00.I;КСД №1 (HP500);Дробилка;14M1;2.0;1.0;2.0;13.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
119;DR.L1.MD1.CB_ST_On;Двигатель дробилки MP800: Автомат включен;1.M1.SF.I;КМД №1 (MP800);Дробилка;M1;2.0;1.0;2.0;13.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
120;DR.L1.MD1.CTR_ST_On;Двигатель дробилки MP800: Контактор включен;1.M1.R.I;КМД №1 (MP800);Дробилка;M1;2.0;1.0;2.0;13.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
121;DR.L1.MD1_OV1_CB_ST_On;Двигатель охладителя вентилятора 1: Автоматический выключатель;1.29M1.SF.I;КМД №1 (MP800);Охладитель вентилятора 1;29M1;2.0;1.0;2.0;13.0;29.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
122;DR.L1.MD1_OV1_ST_Started;Двигатель охладителя вентилятора 1: Двигатель запущен;1.29M1.R.I;КМД №1 (MP800);Охладитель вентилятора 1;29M1;2.0;1.0;2.0;13.0;30.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
123;DR.L1.MD1_OV2_CB_ST_On;Двигатель охладителя вентилятора 2: Автоматический выключатель;1.30M1.SF.I;КМД №1 (MP800);Охладитель вентилятора 2;30M1;2.0;1.0;2.0;13.0;31.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
124;DR.L1.MD1_OV2_ST_Started;Двигатель охладителя вентилятора 2: Двигатель запущен;1.30M1.R.I;КМД №1 (MP800);Охладитель вентилятора 2;30M1;2.0;1.0;2.0;13.0;32.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
125;DR.L1.MD1_NS1_CB_ST_On;Двигатель смазочного насоса 1: Автоматический выключатель;1.27M1.SF.I;КМД №1 (MP800);Смазочный насос 1;27M1;2.0;1.0;2.0;14.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
126;DR.L1.MD1_NS1_ST_Started;Двигатель смазочного насоса 1: Двигатель запущен;1.27M1.R.I;КМД №1 (MP800);Смазочный насос 1;27M1;2.0;1.0;2.0;14.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
127;DR.L1.MD1_NS2_CB_ST_On;Двигатель смазочного насоса 2: Автоматический выключатель;1.28M1.SF.I;КМД №1 (MP800);Смазочный насос 2;28M1;2.0;1.0;2.0;14.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
128;DR.L1.MD1_NS2_ST_Started;Двигатель смазочного насоса 2: Двигатель запущен;1.28M1.R.I;КМД №1 (MP800);Смазочный насос 2;28M1;2.0;1.0;2.0;14.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
129;DR.L1.MD1_VN_CB_ST_On;Двигатель воздуходувки автоматический выключатель;1.31M1.SF.I;КМД №1 (MP800);Воздуходувка;31M1;2.0;1.0;2.0;14.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
130;DR.L1.MD1_VN_ST_Started;Двигатель воздуходувки: Двигатель запущен;1.31M1.R.I;КМД №1 (MP800);Воздуходувка;31M1;2.0;1.0;2.0;14.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
131;DR.L1.MD1_MSN_CB_ST_On;Нагреватели масла: Автоматический выключатель;1.32R1.SF.I;КМД №1 (MP800);Нагреватели масла;32R1;2.0;1.0;2.0;14.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
132;DR.L1.MD1_MSN_ST_Started;Нагреватели масла: ТЭНы запущены.;1.32R1.R.I;КМД №1 (MP800);Нагреватели масла;32R1;2.0;1.0;2.0;14.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
133;DR.L1.MD1_NG_CB_ST_On;Двигатель гидравлического насоса: Автоматический выключатель;1.26M1.SF.I;КМД №1 (MP800);Гидравлический насос;26M1;2.0;1.0;2.0;14.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
134;DR.L1.MD1_NG_ST_Started;Двигатель гидравлического насоса: Двигатель запущен;1.26M1.R.I;КМД №1 (MP800);Гидравлический насос;26M1;2.0;1.0;2.0;14.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
135;DR.L1.PMU1.Mode_Local;Коробка локального управления STLB10 (+10,8 м): Локальный/дистанционный переключатель S1;1.OI-01.I;Каскад 1;ПМУ;Cascad;2.0;1.0;2.0;14.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
