n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
69;DR.L1.GR1.N_coef;Грохот №1. Контакт коэффициента мощности;12M1.PC.I;Грохот №1;Грохот;12M1;1.0;1.0;2.0;11.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
70;Tag_70;Грохот №2. Система включена;22M1.R.I;Грохот №2;Грохот;22M1;1.0;1.0;2.0;11.0;26.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
71;Tag_71;Грохот №2. Ошибка системы;22M1.SF.I;Грохот №2;Грохот;22M1;1.0;1.0;2.0;11.0;27.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
72;Tag_72;Грохот №2. Аварийный останов вкл.;22M1.DF.I;Грохот №2;Грохот;22M1;1.0;1.0;2.0;11.0;28.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
73;Tag_73;Грохот №2. Очистка 1 активна;22M1C1.i.I.I;Грохот №2;Очистка 1;22M1C1;1.0;1.0;2.0;11.0;29.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
74;Tag_74;Грохот №2. Очистка 2 активна;22M1C2.i.I.I;Грохот №2;Очистка 2;22M1C2;1.0;1.0;2.0;11.0;30.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
75;Tag_75;Грохот №2. Режим с энкодерами/без энкодера;22M1EN.i.I.I;Грохот №2;Энкодер;22M1EN;1.0;1.0;2.0;11.0;31.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
76;DR.L1.SD1_SZ1_ST_Act;КСД №1. Датчик счета зубьев №1;MS-01.I;КСД №1;Счетчик зубов;SV1-01..8;1.0;1.0;2.0;12.0;2.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
77;DR.L1.SD1_SZ2_ST_Act;КСД №1. Датчик счета зубьев №2;MS-02.I;КСД №1;Счетчик зубов;SV1-01..8;1.0;1.0;2.0;12.0;3.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
78;DR.L1.SD1_VL_P;КСД №1. Давление на промежуточном валу;PS-01.I;КСД №1;Маслосистема;14M1;1.0;1.0;2.0;12.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
79;Tag_79;КСД №1. Реле контакта футеровок;PS-04.I;КСД №1;Дробилка;14M1;1.0;1.0;2.0;12.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
80;DR.L1.SD1_MSS.FTR1_Clog;КСД №1. Датчик забивания фильтра гидравлики;XS-01.I;КСД №1;Маслосистема;14M1;1.0;1.0;2.0;12.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
81;DR.L1.SD1_MSS.FTR2_Clog;КСД №1. Датчик забивания фильтра смазки;XS-02.I;КСД №1;Маслосистема;14M1;1.0;1.0;2.0;12.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
82;DR.L1.SD1_MSS_H_m_Act;КСД №1. Реле уровня масла гидравлики;LS-02.I;КСД №1;Маслосистема;14M1;1.0;1.0;2.0;12.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
83;DR.L1.SD1_MSS.Tank_H_m_Act;КСД №1. Реле уровня масла маслобака;LS-03.I;КСД №1;Маслосистема;14M1;1.0;1.0;2.0;12.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
84;DR.L1.SD1_MSS_P_Zazh_Act;КСД №1. Реле давления зажима PS1;PS-02.I;КСД №1;Гидравлическая система;SV1-01..8;1.0;1.0;2.0;12.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
85;DR.L1.SD1_MSS_P_Vigr_Act;КСД №1. Реле давления выгрузки PS2;PS-03.I;КСД №1;Гидравлическая система;SV1-01..8;1.0;1.0;2.0;12.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
86;DR.L1.SD1.CB_ST_On;КСД №1. Двигатель дробилки. Автомат включен;14M1.SF.I;КСД №1;Дробилка;14M1;1.0;1.0;2.0;12.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
87;DR.L1.SD1.CTR_ST_On;КСД №1. Двигатель дробилки. Контактор включен;14M1.R.I;КСД №1;Дробилка;14M1;1.0;1.0;2.0;12.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
88;Tag_88;КСД №1. Шкаф гидравлики. Локальный/дистанционный режим гидравлического насоса;15M1.LP.I;КСД №1;Гидравлический насос;15M1;1.0;1.0;2.0;12.0;15.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
89;Tag_89;КСД №1. Шкаф гидравлики. Разрешение на запуск двигателя гидравлического насоса;15M1.RON.I;КСД №1;Гидравлический насос;15M1;1.0;1.0;2.0;12.0;16.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
90;DR.L1.SD1_NS_CB_ST_On;КСД №1. Двигатель насоса смазки. Автоматический выключатель;16M1.SF.I;КСД №1;Смазочный насос;16M1;1.0;1.0;2.0;12.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
91;DR.L1.SD1_NS_ST_Started;КСД №1. Двигатель насоса смазки. Двигатель запущен;16M1.R.I;КСД №1;Смазочный насос;16M1;1.0;1.0;2.0;12.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
92;DR.L1.SD1_NG_CB_ST_On;КСД №1. Гидравлический насос. Автоматический выключатель;15M1.SF.I;КСД №1;Гидравлический насос;15M1;1.0;1.0;2.0;12.0;19.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
93;DR.L1.SD1_NG_ST_Started;КСД №1. Гидравлический насос. Запущен;15M1.R.I;КСД №1;Гидравлический насос;15M1;1.0;1.0;2.0;12.0;20.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
94;DR.L1.SD1_OV_CB_ST_On;КСД №1. Вентилятор. Автоматический выключатель;17M1.SF.I;КСД №1;Охладитель вентилятора;17M1;1.0;1.0;2.0;12.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
95;DR.L1.SD1_OV_ST_Started;КСД №1. Вентилятор. Запущен;17M1.R.I;КСД №1;Охладитель вентилятора;17M1;1.0;1.0;2.0;12.0;22.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
96;DR.L1.SD1_VN_CB_ST_On;КСД №1. Воздухонагнетатель. Автоматический выключатель;18M1.SF.I;КСД №1;Воздуходувка;18M1;1.0;1.0;2.0;12.0;23.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
97;DR.L1.SD1_VN_ST_Started;КСД №1. Воздухонагнетатель. Запущен;18M1.R.I;КСД №1;Воздуходувка;18M1;1.0;1.0;2.0;12.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
98;DR.L1.SD1_MSN_CB_ST_On;КСД №1. Нагреватели масла. Автоматический выключатель;19R1.SF.I;КСД №1;Нагреватели масла;19R1;1.0;1.0;2.0;12.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
99;DR.L1.SD1_MSN_ST_Started;КСД №1. Нагреватели масла. ТЭНы запущены;19R1.R.I;КСД №1;Нагреватели масла;19R1;1.0;1.0;2.0;12.0;26.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
100;DR.L1.GR2_PMU_EmergStop;Грохот №2. Кнопка аварийного останова;OA-04.I;Грохот №2;ПМУ;22M1;1.0;1.0;2.0;12.0;27.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
101;DR.L1.MD1.Clog;КМД №1. Разгрузочный конвейер. Датчик подпора;LS-04.I;КМД №1;Датчик подпора;M1;1.0;1.0;2.0;13.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
102;DR.L1.K3A.EmergStop;Конвейер ЛК-3А. Кнопка аварийного останова;OA-05.I;Конвейер №3а;Конвейер;24M1;1.0;1.0;2.0;13.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
103;DR.L1.K3A.FB_Rotating;Конвейер ЛК-3А. Управление вращением;GS-03.I;Конвейер №3а;Конвейер;24M1;1.0;1.0;2.0;13.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
104;DR.L1.K3A.Material;Конвейер ЛК-3А. Датчик контроля наличия материала;LS-09.I;Конвейер №3а;Конвейер;24M1;1.0;1.0;2.0;13.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
105;DR.L1.K3A.CB_Fault;Конвейер ЛК-3А. Двигатель. Отказ автоматического выключателя;24M1.SF.I;Конвейер №3а;Конвейер;24M1;1.0;1.0;2.0;13.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
106;Tag_106;Конвейер ЛК-3А. Леерная защита (тросовый выключатель);OA-12.I;Конвейер №3а;Конвейер;24M1;1.0;1.0;2.0;13.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
107;DR.L1.K3A.ST_Started;Конвейер ЛК-3А. Двигатель. Работа привода скорости;24M1.R.I;Конвейер №3а;Конвейер;24M1;1.0;1.0;2.0;13.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
108;DR.L1.K3A.V_Failure;Конвейер ЛК-3А. Двигатель. Отказ привода скорости;24M1.DF.I;Конвейер №3а;Конвейер;24M1;1.0;1.0;2.0;13.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
109;Tag_109;Конвейер ЛК-3А. Контроль проскальзывания ленты;ST-02.I;Конвейер №3а;Конвейер;24M1;1.0;1.0;2.0;13.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
110;DR.L1.MD1.EmergStop;КМД №1. Кнопка аварийного останова;OA-06.I;КМД №1;Дробилка;M1;1.0;1.0;2.0;13.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
111;DR.L1.MD1_NS1.ZS_ST_Opened;КМД №1. Бесконтактный выключатель положения заслонки смазочного насоса №1;ZS-01.I;КМД №1;Смазочный насос 1;27M1;1.0;1.0;2.0;13.0;14.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
112;DR.L1.MD1_NS2.ZS_ST_Opened;КМД №1. Бесконтактный выключатель положения заслонки смазочного насоса №2;ZS-02.I;КМД №1;Смазочный насос 2;28M1;1.0;1.0;2.0;13.0;15.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
113;DR.L1.MD1_MSS_HL_m;КМД №1. Датчик уровня масла, низкий уровень;LS-05.I;КМД №1;Маслосистема;M1;1.0;1.0;2.0;13.0;16.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
114;DR.L1.MD1_MSS_HA_m;КМД №1. Датчик уровня масла, аварийно низкий уровень;LS-06.I;КМД №1;Маслосистема;M1;1.0;1.0;2.0;13.0;17.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
115;DR.L1.MD1_MSS_H_m_Act;КМД №1. Реле уровня масла;LS-07.I;КМД №1;Маслосистема;M1;1.0;1.0;2.0;13.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
116;DR.L1.MD1_SZ1_ST_Act;КМД №1. Датчик счета зубьев №1;MS-03.I;КМД №1;Счетчик зубов;SOL1..9;1.0;1.0;2.0;13.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2055.0;0.0;0.0;0.0;0.0;;;;;;0.0
117;DR.L1.MD1_SZ2_ST_Act;КМД №1. Датчик счета зубьев №2;MS-04.I;КМД №1;Счетчик зубов;SOL1..9;1.0;1.0;2.0;13.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2055.0;0.0;0.0;0.0;0.0;;;;;;0.0
118;Tag_118;КСД №1. Забивка течки;LT-00.I;КСД №1;Дробилка;14M1;1.0;1.0;2.0;13.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
119;DR.L1.MD1.CB_ST_On;КМД №1. Двигатель дробилки. Автомат включен;M1.SF.I;КМД №1;Дробилка;M1;1.0;1.0;2.0;13.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
120;DR.L1.MD1.CTR_ST_On;КМД №1. Двигатель дробилки. Контактор включен;M1.R.I;КМД №1;Дробилка;M1;1.0;1.0;2.0;13.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
121;DR.L1.MD1_OV1_CB_ST_On;КМД №1. Вентилятор №1. Автоматический выключатель;29M1.SF.I;КМД №1;Охладитель вентилятора 1;29M1;1.0;1.0;2.0;13.0;29.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
122;DR.L1.MD1_OV1_ST_Started;КМД №1. Вентилятор №1. Запущен;29M1.R.I;КМД №1;Охладитель вентилятора 1;29M1;1.0;1.0;2.0;13.0;30.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
123;DR.L1.MD1_OV2_CB_ST_On;КМД №1. Вентилятор №2. Автоматический выключатель;30M1.SF.I;КМД №1;Охладитель вентилятора 2;30M1;1.0;1.0;2.0;13.0;31.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
124;DR.L1.MD1_OV2_ST_Started;КМД №1. Вентилятор №2. Запущен;30M1.R.I;КМД №1;Охладитель вентилятора 2;30M1;1.0;1.0;2.0;13.0;32.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
125;DR.L1.MD1_NS1_CB_ST_On;КМД №1. Смазочный насос №1. Автоматический выключатель;27M1.SF.I;КМД №1;Смазочный насос 1;27M1;1.0;1.0;2.0;14.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
126;DR.L1.MD1_NS1_ST_Started;КМД №1. Смазочный насос №1. Запущен;27M1.R.I;КМД №1;Смазочный насос 1;27M1;1.0;1.0;2.0;14.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
127;DR.L1.MD1_NS2_CB_ST_On;КМД №1. Смазочный насос №2. Автоматический выключатель;28M1.SF.I;КМД №1;Смазочный насос 2;28M1;1.0;1.0;2.0;14.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
128;DR.L1.MD1_NS2_ST_Started;КМД №1. Смазочный насос №2. Запущен;28M1.R.I;КМД №1;Смазочный насос 2;28M1;1.0;1.0;2.0;14.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
129;DR.L1.MD1_VN_CB_ST_On;КМД №1. Воздухонагнетатель. Автоматический выключатель;31M1.SF.I;КМД №1;Воздуходувка;31M1;1.0;1.0;2.0;14.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
130;DR.L1.MD1_VN_ST_Started;КМД №1. Воздухонагнетатель. Запущен;31M1.R.I;КМД №1;Воздуходувка;31M1;1.0;1.0;2.0;14.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
131;DR.L1.MD1_MSN_CB_ST_On;КМД №1. Нагреватели масла. Автоматический выключатель;32R1.SF.I;КМД №1;Нагреватели масла;32R1;1.0;1.0;2.0;14.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
132;DR.L1.MD1_MSN_ST_Started;КМД №1. Нагреватели масла. ТЭНы запущены.;32R1.R.I;КМД №1;Нагреватели масла;32R1;1.0;1.0;2.0;14.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
133;DR.L1.MD1_NG_CB_ST_On;КМД №1. Гидравлический насос. Автоматический выключатель;26M1.SF.I;КМД №1;Гидравлический насос;26M1;1.0;1.0;2.0;14.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
134;DR.L1.MD1_NG_ST_Started;КМД №1. Гидравлический насос. Запущен;26M1.R.I;КМД №1;Гидравлический насос;26M1;1.0;1.0;2.0;14.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
135;DR.L1.PMU1.Mode_Local;Коробка локального управления STLB10 (+10,8 м). Локальный/дистанционный переключатель S1;OI-01.I;Каскад 2;ПМУ;Cascad;1.0;1.0;2.0;14.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
136;DR.L1.PMU1.EmergStop;Коробка локального управления STLB10 (+10,8 м). Кнопка аварийного останова S12;OA-08.I;Каскад 2;ПМУ;Cascad;1.0;1.0;2.0;14.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
137;DR.L1.GR1_PMU_ST_PMU_Started;Грохот №1. Коробка локального управления STLB10 (+10,8 м). Запуск грохота №3 S2;HS-01.I;Грохот №1;ПМУ;12M1;1.0;1.0;2.0;14.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
138;DR.L1.SD1.ST_PMU_Started;КСД №1. Коробка локального управления STLB10 (+10,8 м). Запуск дробилки S3;HS-02.I;КСД №1;Дробилка;14M1;1.0;1.0;2.0;14.0;14.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
139;DR.L1.SD1_NS_ST_PMU_Started;КСД №1. Коробка локального управления STLB10 (+10,8 м). Запуск смазочного насоса дробилки S4;HS-03.I;КСД №1;Смазочный насос;16M1;1.0;1.0;2.0;14.0;15.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
