n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
69;DR.L2.GR3.N_coef;Двигатель грохота RF1836-1: контакт коэффициента мощности;12M1.PC.I;Грохот №3 (RF1836-1);Грохот;12M1;2.0;1.0;2.0;11.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
70;Tag_070;Грохот EF2461: система включена;22M1.R.I;Грохот № 4 (EF2461);Грохот;22M1;2.0;1.0;2.0;11.0;26.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
71;Tag_071;Грохот EF2461: ошибка системы;22M1.SF.I;Грохот № 4 (EF2461);Грохот;22M1;2.0;1.0;2.0;11.0;27.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
72;Tag_072;Грохот EF2461: аварийный останов вкл.;22M1.DF.I;Грохот № 4 (EF2461);Грохот;22M1;2.0;1.0;2.0;11.0;28.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
73;Tag_073;Грохот EF2461: очистка 1 активна;22M1C1.i.I.I;Грохот № 4 (EF2461);Очистка 1;22M1C1;2.0;1.0;2.0;11.0;29.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
74;Tag_074;Грохот EF2461: очистка 2 активна;22M1C2.i.I.I;Грохот № 4 (EF2461);Очистка 2;22M1C2;2.0;1.0;2.0;11.0;30.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
75;Tag_075;Грохот EF2461: режим с энкодерами/без энкодера;22M1EN.i.I.I;Грохот № 4 (EF2461);Энкодер;22M1EN;2.0;1.0;2.0;11.0;31.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
76;DR.L2.SD2_SZ1_ST_Act;Дробилка HP500: датчик счета зубьев;MS-01.I;КСД №2 (HP500);Счетчик зубов;SV1-01..8;2.0;1.0;2.0;12.0;2.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
77;DR.L2.SD2_SZ2_ST_Act;Дробилка HP500: датчик счета зубьев;MS-02.I;КСД №2 (HP500);Счетчик зубов;SV1-01..8;2.0;1.0;2.0;12.0;3.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
78;DR.L2.SD2_VL_P;Дробилка HP500: давление на промежуточном валу;PS-01.I;КСД №2 (HP500);Маслосистема;14M1;2.0;1.0;2.0;12.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
79;Tag_079;Дробилка HP500: реле контакта футеровок;PS-04.I;КСД №2 (HP500);Дробилка;14M1;2.0;1.0;2.0;12.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
80;DR.L2.SD2_MSS.FTR1_Clog;Дробилка HP500: датчик забивания фильтра гидравлики;XS-01.I;КСД №2 (HP500);Маслосистема;14M1;2.0;1.0;2.0;12.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
81;DR.L2.SD2_MSS.FTR2_Clog;Дробилка HP500: датчик забивания фильтра смазки;XS-02.I;КСД №2 (HP500);Маслосистема;14M1;2.0;1.0;2.0;12.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
82;DR.L2.SD2_MSS_H_m_Act;Дробилка HP500: реле уровня масла гидравлики;LS-02.I;КСД №2 (HP500);Маслосистема;14M1;2.0;1.0;2.0;12.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
83;DR.L2.SD2_MSS.Tank_H_m_Act;Дробилка HP500: реле уровня масла маслобака;LS-03.I;КСД №2 (HP500);Маслосистема;14M1;2.0;1.0;2.0;12.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
84;DR.L2.SD2_MSS_P_Zazh_Act;Дробилка HP500: реле давления зажима PS1;PS-02.I;КСД №2 (HP500);Маслосистема;SV1-01..8;2.0;1.0;2.0;12.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
85;DR.L2.SD2_MSS_P_Vigr_Act;Дробилка HP500: реле давления выгрузки PS2;PS-03.I;КСД №2 (HP500);Маслосистема;SV1-01..8;2.0;1.0;2.0;12.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
86;DR.L2.SD2.CB_ST_On;Двигатель дробилки HP500: автомат включен;14M1.SF.I;КСД №2 (HP500);Дробилка;14M1;2.0;1.0;2.0;12.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
87;DR.L2.SD2.CTR_ST_On;Двигатель дробилки HP500: контактор включен;14M1.R.I;КСД №2 (HP500);Дробилка;14M1;2.0;1.0;2.0;12.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
88;Tag_088;Шкаф гидравлики HP500: локальный/дистанционный режим гидравлического насоса;15M1.LP.I;КСД №2 (HP500);Гидравлический насос;15M1;2.0;1.0;2.0;12.0;15.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
89;Tag_089;Шкаф гидравлики HP500: Разрешение на запуск двигателя гидравлического насоса;15M1.RON.I;КСД №2 (HP500);Гидравлический насос;15M1;2.0;1.0;2.0;12.0;16.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
90;DR.L2.SD2_NS_CB_ST_On;Двигатель насоса смазки: автоматический выключатель;16M1.SF.I;КСД №2 (HP500);Смазочный насос;16M1;2.0;1.0;2.0;12.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
91;DR.L2.SD2_NS_ST_Started;Двигатель насоса смазки: двигатель запущен;16M1.R.I;КСД №2 (HP500);Смазочный насос;16M1;2.0;1.0;2.0;12.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
92;DR.L2.SD2_NG_CB_ST_On;Двигатель гидравлического насоса автоматический выключатель;15M1.SF.I;КСД №2 (HP500);Гидравлический насос;15M1;2.0;1.0;2.0;12.0;19.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
93;DR.L2.SD2_NG_ST_Started;Двигатель гидравлического насоса: двигатель запущен;15M1.R.I;КСД №2 (HP500);Гидравлический насос;15M1;2.0;1.0;2.0;12.0;20.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
94;DR.L2.SD2_OV_CB_ST_On;Двигатель охладителя вентилятора: автоматический выключатель;17M1.SF.I;КСД №2 (HP500);Охладитель вентилятора;17M1;2.0;1.0;2.0;12.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
95;DR.L2.SD2_OV_ST_Started;Двигатель охладителя вентилятора: двигатель запущен;17M1.R.I;КСД №2 (HP500);Охладитель вентилятора;17M1;2.0;1.0;2.0;12.0;22.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
96;DR.L2.SD2_VN_CB_ST_On;Двигатель воздуходувки автоматический выключатель;18M1.SF.I;КСД №2 (HP500);Воздуходувка;18M1;2.0;1.0;2.0;12.0;23.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
97;DR.L2.SD2_VN_ST_Started;Двигатель воздуходувки двигатель запущен;18M1.R.I;КСД №2 (HP500);Воздуходувка;18M1;2.0;1.0;2.0;12.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
98;DR.L2.SD2_MSN_CB_ST_On;Нагреватели масла: автоматический выключатель;19R1.SF.I;КСД №2 (HP500);Нагреватели масла;19R1;2.0;1.0;2.0;12.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
99;DR.L2.SD2_MSN_ST_Started;Нагреватели масла: ТЭНы запущены;19R1.R.I;КСД №2 (HP500);Нагреватели масла;19R1;2.0;1.0;2.0;12.0;26.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
100;DR.L2.GR4_PMU_EmergStop;Грохот EF2461-2D: кнопка аварийного останова;OA-04.I;Грохот № 4 (EF2461);ПМУ;22M1;2.0;1.0;2.0;12.0;27.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
101;DR.L2.MD2.Clog;Разгрузочный конвейер: датчик подпора;LS-04.I;КМД №2 (MP800);датчик подпора;M1;2.0;1.0;2.0;13.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
102;DR.L2.K4A.EmergStop;Конвейер TEC1200 (ЛК-4а): Кнопка аварийного останова;OA-05.I;Конвейер №4а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
103;DR.L2.K4A.FB_Rotating;Конвейер TEC1200 (ЛК-4а): Управление вращением;GS-03.I;Конвейер №4а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
104;DR.L2.K4A.Material;Конвейер TEC1200 (ЛК-4а): Датчик контроля наличия материала;LS-09.I;Конвейер №4а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
105;DR.L2.K4A.CB_Fault;Двигатель конвейера TEC1200 (ЛК-4а): Отказ автоматического выключателя;24M1.SF.I;Конвейер №4а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
106;Tag_106;Конвейер TEC1200 (ЛК-4а): леерная защита (троссовый выключатель);OA-12.I;Конвейер №4а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
107;DR.L2.K4A.ST_Started;Двигатель конвейера TEC1200 (ЛК-4а): Работа привода скорости;24M1.R.I;Конвейер №4а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
108;DR.L2.K4A.V_Failure;Двигатель конвейера TEC1200 (ЛК-4а): Отказ привода скорости;24M1.DF.I;Конвейер №4а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
109;Tag_109;Конвейер TEC1200 (ЛК-4а): контроль проскальзывания ленты;ST-02.I;Конвейер №4а (TEC1200);Конвейер;24M1;2.0;1.0;2.0;13.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
110;DR.L2.MD2.EmergStop;Дробилка MP800: кнопка аварийного останова;OA-06.I;КМД №2 (MP800);Дробилка;M1;2.0;1.0;2.0;13.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
111;DR.L2.MD2_NS1.ZS_ST_Opened;Дробилка MP800: бесконтактный выключатель положения заслонки смазочного насоса;ZS-01.I;КМД №2 (MP800);Смазочный насос 1;27M1;2.0;1.0;2.0;13.0;14.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
112;DR.L2.MD2_NS2.ZS_ST_Opened;Дробилка MP800: бесконтактный выключатель положения заслонки смазочного насоса;ZS-02.I;КМД №2 (MP800);Смазочный насос 2;28M1;2.0;1.0;2.0;13.0;15.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
113;DR.L2.MD2_MSS_HL_m;Дробилка MP800: датчик уровня масла, низкий уровень;LS-05.I;КМД №2 (MP800);Маслосистема;M1;2.0;1.0;2.0;13.0;16.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
114;DR.L2.MD2_MSS_HA_m;Дробилка MP800: датчик уровня масла, аварийно низкий уровень;LS-06.I;КМД №2 (MP800);Маслосистема;M1;2.0;1.0;2.0;13.0;17.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
115;DR.L2.MD2_MSS_H_m_Act;Дробилка MP800: реле уровня масла;LS-07.I;КМД №2 (MP800);Маслосистема;M1;2.0;1.0;2.0;13.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
116;DR.L2.MD2_SZ1_ST_Act;Дробилка MP800: датчик счета зубьев;MS-03.I;КМД №2 (MP800);Счетчик зубов;SOL1..9;2.0;1.0;2.0;13.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2055.0;0.0;0.0;0.0;0.0;;;;;;0.0
117;DR.L2.MD2_SZ2_ST_Act;Дробилка MP800: датчик счета зубьев;MS-04.I;КМД №2 (MP800);Счетчик зубов;SOL1..9;2.0;1.0;2.0;13.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2055.0;0.0;0.0;0.0;0.0;;;;;;0.0
118;Tag_118;Дробилка HP500: забивка течки;LT-00.I;КСД №2 (HP500);Дробилка;14M1;2.0;1.0;2.0;13.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
119;DR.L2.MD2.CB_ST_On;Двигатель дробилки MP800: автомат включен;M1.SF.I;КМД №2 (MP800);Дробилка;M1;2.0;1.0;2.0;13.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
120;DR.L2.MD2.CTR_ST_On;Двигатель дробилки MP800: контактор включен;M1.R.I;КМД №2 (MP800);Дробилка;M1;2.0;1.0;2.0;13.0;25.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
121;DR.L2.MD2_OV1_CB_ST_On;Двигатель охладителя вентилятора 1: автоматический выключатель;29M1.SF.I;КМД №2 (MP800);Охладитель вентилятора 1;29M1;2.0;1.0;2.0;13.0;29.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
122;DR.L2.MD2_OV1_ST_Started;Двигатель охладителя вентилятора 1: двигатель запущен;29M1.R.I;КМД №2 (MP800);Охладитель вентилятора 1;29M1;2.0;1.0;2.0;13.0;30.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
123;DR.L2.MD2_OV2_CB_ST_On;Двигатель охладителя вентилятора 2: автоматический выключатель;30M1.SF.I;КМД №2 (MP800);Охладитель вентилятора 2;30M1;2.0;1.0;2.0;13.0;31.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
124;DR.L2.MD2_OV2_ST_Started;Двигатель охладителя вентилятора 2: двигатель запущен;30M1.R.I;КМД №2 (MP800);Охладитель вентилятора 2;30M1;2.0;1.0;2.0;13.0;32.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
125;DR.L2.MD2_NS1_CB_ST_On;Двигатель смазочного насоса 1: автоматический выключатель;27M1.SF.I;КМД №2 (MP800);Смазочный насос 1;27M1;2.0;1.0;2.0;14.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
126;DR.L2.MD2_NS1_ST_Started;Двигатель смазочного насоса 1: двигатель запущен;27M1.R.I;КМД №2 (MP800);Смазочный насос 1;27M1;2.0;1.0;2.0;14.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
127;DR.L2.MD2_NS2_CB_ST_On;Двигатель смазочного насоса 2: автоматический выключатель;28M1.SF.I;КМД №2 (MP800);Смазочный насос 2;28M1;2.0;1.0;2.0;14.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
128;DR.L2.MD2_NS2_ST_Started;Двигатель смазочного насоса 2: двигатель запущен;28M1.R.I;КМД №2 (MP800);Смазочный насос 2;28M1;2.0;1.0;2.0;14.0;4.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
129;DR.L2.MD2_VN_CB_ST_On;Двигатель воздуходувки автоматический выключатель;31M1.SF.I;КМД №2 (MP800);Воздуходувка;31M1;2.0;1.0;2.0;14.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
130;DR.L2.MD2_VN_ST_Started;Двигатель воздуходувки двигатель запущен;31M1.R.I;КМД №2 (MP800);Воздуходувка;31M1;2.0;1.0;2.0;14.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
131;DR.L2.MD2_MSN_CB_ST_On;Нагреватели масла: автоматический выключатель;32R1.SF.I;КМД №2 (MP800);Нагреватели масла;32R1;2.0;1.0;2.0;14.0;7.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
132;DR.L2.MD2_MSN_ST_Started;Нагреватели масла: ТЭНы запущены.;32R1.R.I;КМД №2 (MP800);Нагреватели масла;32R1;2.0;1.0;2.0;14.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;34855.0;0.0;0.0;0.0;0.0;;;;;;0.0
133;DR.L2.MD2_NG_CB_ST_On;Двигатель гидравлического насоса: автоматический выключатель;26M1.SF.I;КМД №2 (MP800);Гидравлический насос;26M1;2.0;1.0;2.0;14.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
134;DR.L2.MD2_NG_ST_Started;Двигатель гидравлического насоса: двигатель запущен;26M1.R.I;КМД №2 (MP800);Гидравлический насос;26M1;2.0;1.0;2.0;14.0;10.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
135;DR.L2.PMU1.Mode_Local;Коробка локального управления STLB10 (+10,8 м): локальный/дистанционный переключатель S1;OI-01.I;Каскад 2;ПМУ;Cascad;2.0;1.0;2.0;14.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
136;DR.L2.PMU1.EmergStop;Коробка локального управления STLB10 (+10,8 м): Кнопка аварийного останова S12;OA-08.I;Каскад 2;ПМУ;Cascad;2.0;1.0;2.0;14.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
137;DR.L2.GR3_PMU_ST_PMU_Started;Коробка локального управления STLB10 (+10,8 м): Запуск грохота 1836-1P S2;HS-01.I;Грохот №3 (RF1836-1);ПМУ;12M1;2.0;1.0;2.0;14.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
